"","word","type"
"3885","어진","positive"
"3886","어진 마음으로","positive"
"3887","어진 사람","positive"
"3888","어진 선비를","positive"
"3889","어질고","positive"
"3890","어질고 지혜로우며","positive"
"3891","얼굴이 곱고","positive"
"3892","얼굴이 깨끗하여","positive"
"3893","얼굴이 말쑥하고","positive"
"3894","엄친아","positive"
"3895","없고 편하게","positive"
"3896","없이 순수한","positive"
"3897","엘리트하다","positive"
"3898","여기거나 즐기는","positive"
"3899","여기거나 즐기다","positive"
"3900","여옥기인","positive"
"3901","열광","positive"
"3902","열광하다","positive"
"3903","열렬한 사랑","positive"
"3904","열렬히","positive"
"3905","열렬히 좋아하는","positive"
"3906","염려가 없이","positive"
"3907","영광","positive"
"3908","영광스럽고","positive"
"3909","영광스럽고 훌륭하게","positive"
"3910","영광스럽고 훌륭하다","positive"
"3911","영광스럽다","positive"
"3912","영롱하다","positive"
"3913","영리하게","positive"
"3914","영리하고","positive"
"3915","영리하고 지혜롭다","positive"
"3916","영리한","positive"
"3917","영리해서","positive"
"3918","영웅","positive"
"3919","영특하고","positive"
"3920","예뻐지다","positive"
"3921","예쁘게","positive"
"3922","예쁘게 벌리고","positive"
"3923","예쁘게 벌리며","positive"
"3924","예쁘고","positive"
"3925","예쁘고 곱거나","positive"
"3926","예쁘다","positive"
"3927","예쁘다를","positive"
"3928","예쁘다를 예스럽게","positive"
"3929","예쁜","positive"
"3930","예쁜 데가","positive"
"3931","예의 바르다","positive"
"3932","예의 바른","positive"
"3933","오붓하게","positive"
"3934","오붓하게 오순도순","positive"
"3935","오순도순","positive"
"3936","온갖 정성을","positive"
"3937","온화하게","positive"
"3938","온화하게 웃다","positive"
"3939","온화하고","positive"
"3940","온화하고 공손하게","positive"
"3941","온화하고 기품이","positive"
"3942","온화하고 부드러우며","positive"
"3943","온화하다","positive"
"3944","온화한","positive"
"3945","온화한 기색이나","positive"
"3946","올바로","positive"
"3947","올바로 볼","positive"
"3948","올바르게","positive"
"3949","올바르게 있어","positive"
"3950","올바르고","positive"
"3951","올바르고 착하여","positive"
"3952","올바르다","positive"
"3953","올바른","positive"
"3954","올바른 깨달음","positive"
"3955","올바른 데가","positive"
"3956","올바른 도리","positive"
"3957","올바른 도리에","positive"
"3958","올바른 지혜로","positive"
"3959","올바른 품성을","positive"
"3960","올바름","positive"
"3961","옳거나","positive"
"3962","옳거나 좋다고","positive"
"3963","옳게","positive"
"3964","옳고","positive"
"3965","옳고 바르다","positive"
"3966","옳은 말로","positive"
"3967","완벽하다","positive"
"3968","완소","positive"
"3969","완전무결한","positive"
"3970","완전무결한 일을","positive"
"3971","완전한 조화를","positive"
"3972","완전한 지혜를","positive"
"3973","완전히 이기다","positive"
"3974","용감하게","positive"
"3975","용감하고","positive"
"3976","용감하고 씩씩하게","positive"
"3977","용감하다","positive"
"3978","용감히","positive"
"3979","용기가 뛰어나고","positive"
"3980","용렬하게","positive"
"3981","용렬하게 굴다","positive"
"3982","우러러","positive"
"3983","우러러 받들고","positive"
"3984","우수","positive"
"3985","우수하다","positive"
"3986","우수한","positive"
"3987","우아하게","positive"
"3988","우아하고","positive"
"3989","우아하다","positive"
"3990","우아함","positive"
"3991","우월성","positive"
"3992","우월하다","positive"
"3993","운이 좋게","positive"
"3994","웃는","positive"
"3995","웃는 모양","positive"
"3996","웃는 소리","positive"
"3997","웃다","positive"
"3998","웃다성글대다","positive"
"3999","웃으며","positive"
"4000","웃으면서","positive"
"4001","웃으면서 재미있게","positive"
"4002","웃을","positive"
"4003","웃을 만하다","positive"
"4004","원하는 대로","positive"
"4005","원활하여","positive"
"4006","월등히","positive"
"4007","월등히 훌륭하거나","positive"
"4008","웰빙","positive"
"4009","위대하다","positive"
"4010","위대한","positive"
"4011","위대한 사람","positive"
"4012","위엄 있고","positive"
"4013","위엄을","positive"
"4014","위엄을 보이거나","positive"
"4015","위엄이 있고","positive"
"4016","위엄이 있다","positive"
"4017","위트","positive"
"4018","유능하다","positive"
"4019","유능한","positive"
"4020","유능한 인재를","positive"
"4021","유리한","positive"
"4022","유용하다","positive"
"4023","유용한","positive"
"4024","유용한 구석","positive"
"4025","유익하다","positive"
"4026","유익한","positive"
"4027","유익한 교훈","positive"
"4028","유지함","positive"
"4029","유창하게","positive"
"4030","유창한","positive"
"4031","유쾌감","positive"
"4032","유쾌하게","positive"
"4033","유쾌하게 웃는","positive"
"4034","유쾌하게 웃다","positive"
"4035","유쾌하고","positive"
"4036","유쾌하고 즐거운","positive"
"4037","유쾌하다","positive"
"4038","유쾌한","positive"
"4039","유쾌한 기분","positive"
"4040","유쾌한 기분이나","positive"
"4041","유쾌한 느낌이","positive"
"4042","유쾌함","positive"
"4043","유쾌히","positive"
"4044","으쓱","positive"
"4045","으쓱거리다","positive"
"4046","으쓱으쓱","positive"
"4047","으쓱으쓱하다","positive"
"4048","으쓱이다","positive"
"4049","으쓱하다","positive"
"4050","은총","positive"
"4051","은혜","positive"
"4052","은혜나","positive"
"4053","은혜나 행복","positive"
"4054","은혜롭다","positive"
"4055","은혜를","positive"
"4056","은혜를 갚거나","positive"
"4057","은혜를 거듭함","positive"
"4058","은혜를 배풂","positive"
"4059","은혜를 베풀","positive"
"4060","은혜를 베풀다","positive"
"4061","은혜를 베풀어서","positive"
"4062","은혜를 베풂","positive"
"4063","은혜를 입음","positive"
"4064","은혜에","positive"
"4065","은혜에 보답하는","positive"
"4066","은혜와","positive"
"4067","음식을 맛있게","positive"
"4068","의가 좋다","positive"
"4069","의가 좋음을","positive"
"4070","의로운","positive"
"4071","의로운 마음","positive"
"4072","의로운 일","positive"
"4073","의롭다","positive"
"4074","의지가 굳세고","positive"
"4075","의합하다","positive"
"4076","이득","positive"
"4077","이득을","positive"
"4078","이득이나","positive"
"4079","이듬해에 풍년이","positive"
"4080","이로우며","positive"
"4081","이롭거나","positive"
"4082","이롭게","positive"
"4083","이롭게 쓰다","positive"
"4084","이롭게 쓰이다","positive"
"4085","이롭게 하는","positive"
"4086","이롭게 하려고","positive"
"4087","이쁘다","positive"
"4088","이쁘장스럽다","positive"
"4089","이쁜","positive"
"4090","이성적","positive"
"4091","이성적인","positive"
"4092","이익","positive"
"4093","이익을","positive"
"4094","이익을 보는","positive"
"4095","이익을 얻는","positive"
"4096","이익을 얻다","positive"
"4097","이익을 얻음","positive"
"4098","이익이","positive"
"4099","이익이 될","positive"
"4100","이익이 될만한","positive"
"4101","이쪽저쪽으로 귀엽게","positive"
"4102","이치가 깊고","positive"
"4103","이치를 깨닫거나","positive"
"4104","이치를 깨닫다","positive"
"4105","이치를 깨달아","positive"
"4106","이치를 아는","positive"
"4107","이치에 맞게","positive"
"4108","이치에 밝다","positive"
"4109","이치에 밝아서","positive"
"4110","이타적인","positive"
"4111","인기가 있다","positive"
"4112","인기있는","positive"
"4113","인기있다","positive"
"4114","인정되거나","positive"
"4115","인정되거나 합격하다","positive"
"4116","인정받는","positive"
"4117","인정이 두텁다","positive"
"4118","인정있다","positive"
"4119","인품이 고결","positive"
"4120","일솜씨가 뛰어나거나","positive"
"4121","일을 이루거나","positive"
"4122","일을 해결하거나","positive"
"4123","일을 해내다","positive"
"4124","일을 해낼","positive"
"4125","일이 순조롭게","positive"
"4126","일이 잘되게","positive"
"4127","일이 잘되도록","positive"
"4128","일이 잘되어","positive"
"4129","일품이다","positive"
"4130","입가에 웃음이","positive"
"4131","입담 좋게","positive"
"4132","입을 예쁘게","positive"
"4133","자꾸 귀엽게","positive"
"4134","자꾸 흡족하게","positive"
"4135","자랑스럽다","positive"
"4136","자비가 넓고","positive"
"4137","자상하게","positive"
"4138","자상하다","positive"
"4139","자애로","positive"
"4140","자애를","positive"
"4141","자애를 베푸는","positive"
"4142","작고 귀여운","positive"
"4143","잘 가다듬어","positive"
"4144","잘 간직하여","positive"
"4145","잘 다듬어져","positive"
"4146","잘 다스려","positive"
"4147","잘 다스리는","positive"
"4148","잘 다스림","positive"
"4149","잘 대우하다","positive"
"4150","잘 대우하여","positive"
"4151","잘 들다","positive"
"4152","잘 먹거나","positive"
"4153","잘 먹거나 마시다","positive"
"4154","잘 먹다","positive"
"4155","잘 먹음으로써","positive"
"4156","잘 받아","positive"
"4157","잘 보살펴","positive"
"4158","잘 사귀는","positive"
"4159","잘 살려","positive"
"4160","잘 살핌","positive"
"4161","잘 아는","positive"
"4162","잘 알다","positive"
"4163","잘 알아","positive"
"4164","잘 알아서","positive"
"4165","잘 어울려","positive"
"4166","잘 어울리는","positive"
"4167","잘 어울리다","positive"
"4168","잘 어울리어","positive"
"4169","잘 어울림","positive"
"4170","잘 여문","positive"
"4171","잘 여물다","positive"
"4172","잘 이끌어","positive"
"4173","잘 익거나","positive"
"4174","잘 익다","positive"
"4175","잘 있는","positive"
"4176","잘 자라게","positive"
"4177","잘 정돈되어","positive"
"4178","잘 조화되어","positive"
"4179","잘 지내거나","positive"
"4180","잘 지켜","positive"
"4181","잘 진행되다","positive"
"4182","잘 진행되어","positive"
"4183","잘 짓는","positive"
"4184","잘 처리되다","positive"
"4185","잘 처리하다","positive"
"4186","잘 팔리다","positive"
"4187","잘 해낼","positive"
"4188","잘되고","positive"
"4189","잘되다","positive"
"4190","잘되어","positive"
"4191","잘되어 가게","positive"
"4192","잘되어 가는","positive"
"4193","잘되어 가다","positive"
"4194","잘된","positive"
"4195","잘된 것을","positive"
"4196","잘된 작품","positive"
"4197","잘될","positive"
"4198","잘될 가능성이","positive"
"4199","잘됨","positive"
"4200","잘먹다","positive"
"4201","잘못되지 아니하도록","positive"
"4202","잘생겨","positive"
"4203","잘생겨 보기에","positive"
"4204","잘생기다","positive"
"4205","잘하는","positive"
"4206","잘하는 것이","positive"
"4207","잘하는 능력이","positive"
"4208","잘하다","positive"
"4209","잘한","positive"
"4210","잘한 일을","positive"
"4211","잘해","positive"
"4212","잘해 나가다","positive"
"4213","잘해 내는","positive"
"4214","장엄한","positive"
"4215","장점","positive"
"4216","장점을","positive"
"4217","장점이다","positive"
"4218","장하다","positive"
"4219","재미","positive"
"4220","재미가 있어","positive"
"4221","재미있게","positive"
"4222","재미있는","positive"
"4223","재미있는 국면","positive"
"4224","재미있는 말을","positive"
"4225","재미있는 일을","positive"
"4226","재미있다","positive"
"4227","재밌는","positive"
"4228","재주가 뛰어나고","positive"
"4229","재주가 뛰어나다","positive"
"4230","재주가 뛰어난","positive"
"4231","재주가 뛰어남","positive"
"4232","재질이 뛰어나고","positive"
"4233","재치가 있다","positive"
"4234","적절한","positive"
"4235","적절히","positive"
"4236","절친","positive"
"4237","젊은","positive"
"4238","점잖게","positive"
"4239","점잖고","positive"
"4240","점잖고 엄숙하게","positive"
"4241","점잖다","positive"
"4242","점잖은","positive"
"4243","점잖은 사람","positive"
"4244","점잖이","positive"
"4245","정겹고","positive"
"4246","정겹고 고분고분하게","positive"
"4247","정겹고 고분고분하다","positive"
"4248","정겹다","positive"
"4249","정교하고 아름답다","positive"
"4250","정다운","positive"
"4251","정다운 이야기","positive"
"4252","정답게","positive"
"4253","정답게 안는","positive"
"4254","정답게 웃는","positive"
"4255","정답게 웃다","positive"
"4256","정답게 이르는","positive"
"4257","정답게 이야기하거나","positive"
"4258","정답게 자꾸","positive"
"4259","정답게 주고받다","positive"
"4260","정답게 지내는","positive"
"4261","정답게 지저귀다","positive"
"4262","정답게 지저귐","positive"
"4263","정답게 흘러가는","positive"
"4264","정답고","positive"
"4265","정답고 귀엽게","positive"
"4266","정답고 포근하게","positive"
"4267","정답고 환하게","positive"
"4268","정답다","positive"
"4269","정성으로","positive"
"4270","정이 두텁고","positive"
"4271","정이 두텁다","positive"
"4272","정정당당하다","positive"
"4273","정정당당한","positive"
"4274","정정당당한 태도로","positive"
"4275","정조가 굳고","positive"
"4276","정중하다","positive"
"4277","제법 예쁜","positive"
"4278","제일 잘하다","positive"
"4279","조화","positive"
"4280","조화되어","positive"
"4281","조화된","positive"
"4282","조화된 자세를","positive"
"4283","조화로운","positive"
"4284","조화로움","positive"
"4285","조화롭고","positive"
"4286","조화롭고 포괄적인","positive"
"4287","조화롭다","positive"
"4288","조화를","positive"
"4289","조화를 이루다","positive"
"4290","조화를 이루도록","positive"
"4291","조화시키고","positive"
"4292","조화시키고 창조하는","positive"
"4293","존경받는","positive"
"4294","존경받는 벗","positive"
"4295","존경받다","positive"
"4296","존경스럽거나","positive"
"4297","존경스럽거나 사랑스러운","positive"
"4298","존경의","positive"
"4299","존경의 뜻을","positive"
"4300","존경하는","positive"
"4301","존경하는 마음으로","positive"
"4302","존경하는 사람","positive"
"4303","존경할 만한","positive"
"4304","존귀하고","positive"
"4305","존귀한","positive"
"4306","존귀한 사람이라는","positive"
"4307","존귀한 성과","positive"
"4308","존대를","positive"
"4309","존예","positive"
"4310","존잘","positive"
"4311","존중할 만하다","positive"
"4312","좋거나","positive"
"4313","좋거나 아름답다고","positive"
"4314","좋거나 훌륭하다","positive"
"4315","좋게","positive"
"4316","좋게 고치기","positive"
"4317","좋게 고치다","positive"
"4318","좋게 꼴로","positive"
"4319","좋게 나서서","positive"
"4320","좋게 나아가다","positive"
"4321","좋게 되다","positive"
"4322","좋게 만들다","positive"
"4323","좋게 만들어지다","positive"
"4324","좋게 발전할","positive"
"4325","좋게 생각하여","positive"
"4326","좋게 여기는","positive"
"4327","좋게 여기다","positive"
"4328","좋게 여김","positive"
"4329","좋게 탐스러운","positive"
"4330","좋게 탐스럽다","positive"
"4331","좋게 퍼져서","positive"
"4332","좋게 평가하여","positive"
"4333","좋게 하다","positive"
"4334","좋고","positive"
"4335","좋고 굉장하게","positive"
"4336","좋고 옳은","positive"
"4337","좋다","positive"
"4338","좋다고","positive"
"4339","좋다고 판단하여","positive"
"4340","좋도록 주선하는","positive"
"4341","좋도록 주선하다","positive"
"4342","좋아","positive"
"4343","좋아 보이거나","positive"
"4344","좋아서","positive"
"4345","좋아서 탐스러운","positive"
"4346","좋아지내다","positive"
"4347","좋아지다","positive"
"4348","좋아하거나","positive"
"4349","좋아하거나 즐기다","positive"
"4350","좋아하고","positive"
"4351","좋아하는","positive"
"4352","좋아하는 것","positive"
"4353","좋아하는 기운","positive"
"4354","좋아하는 대상","positive"
"4355","좋아하는 마음","positive"
"4356","좋아하는 마음이","positive"
"4357","좋아하다","positive"
"4358","좋아하여","positive"
"4359","좋아하여 애착을","positive"
"4360","좋아함","positive"
"4361","좋아해","positive"
"4362","좋으면","positive"
"4363","좋은","positive"
"4364","좋은 결과나","positive"
"4365","좋은 경치","positive"
"4366","좋은 경치를","positive"
"4367","좋은 곳","positive"
"4368","좋은 곳을","positive"
"4369","좋은 과보","positive"
"4370","좋은 기회나","positive"
"4371","좋은 기회를","positive"
"4372","좋은 길로","positive"
"4373","좋은 내용을","positive"
"4374","좋은 냄새와","positive"
"4375","좋은 느낌","positive"
"4376","좋은 느낌을","positive"
"4377","좋은 대책과","positive"
"4378","좋은 대책을","positive"
"4379","좋은 데가","positive"
"4380","좋은 말글","positive"
"4381","좋은 맛","positive"
"4382","좋은 반응이","positive"
"4383","좋은 복장","positive"
"4384","좋은 사람","positive"
"4385","좋은 산과","positive"
"4386","좋은 상태로","positive"
"4387","좋은 생각이","positive"
"4388","좋은 석탄을","positive"
"4389","좋은 성과를","positive"
"4390","좋은 시절","positive"
"4391","좋은 옷을","positive"
"4392","좋은 운수","positive"
"4393","좋은 운수를","positive"
"4394","좋은 유전","positive"
"4395","좋은 음식","positive"
"4396","좋은 음식을","positive"
"4397","좋은 일","positive"
"4398","좋은 일을","positive"
"4399","좋은 일이","positive"
"4400","좋은 점이나","positive"
"4401","좋은 특성","positive"
"4402","좋은 풍채","positive"
"4403","좋은 풍채를","positive"
"4404","좋은 향기가","positive"
"4405","좋은 황금을","positive"
"4406","좋은일하기운동","positive"
"4407","좋을","positive"
"4408","좋을 정도라서","positive"
"4409","좋을 정도로","positive"
"4410","좋음","positive"
"4411","좋음을","positive"
"4412","좋음을 이르는","positive"
"4413","주무르기 좋게","positive"
"4414","중생을 이롭게","positive"
"4415","중요하게 여겨","positive"
"4416","중요한 대목","positive"
"4417","중히 여기는","positive"
"4418","즐거운","positive"
"4419","즐거운 감정","positive"
"4420","즐거운 감정을","positive"
"4421","즐거운 느낌이나","positive"
"4422","즐거운 일","positive"
"4423","즐거운 일을","positive"
"4424","즐거운 표정으로","positive"
"4425","즐거움","positive"
"4426","즐거움과","positive"
"4427","즐거움과 만족을","positive"
"4428","즐거움과 행복을","positive"
"4429","즐거움을","positive"
"4430","즐거움을 나누다","positive"
"4431","즐거움을 주는","positive"
"4432","즐거움이","positive"
"4433","즐거움이 큼을","positive"
"4434","즐거워","positive"
"4435","즐거워하다","positive"
"4436","즐거워한다는","positive"
"4437","즐거워한다는 뜻으로","positive"
"4438","즐거워함","positive"
"4439","즐거음을 주는","positive"
"4440","즐겁게","positive"
"4441","즐겁게 누리거나","positive"
"4442","즐겁게 여기다","positive"
"4443","즐겁게 웃는","positive"
"4444","즐겁게 지내다","positive"
"4445","즐겁게 하거나","positive"
"4446","즐겁게 하는","positive"
"4447","즐겁게 하다","positive"
"4448","즐겁게 함","positive"
"4449","즐겁고","positive"
"4450","즐겁고 기쁘게","positive"
"4451","즐겁고 기쁘다","positive"
"4452","즐겁고 기쁜","positive"
"4453","즐겁고 상쾌하게","positive"
"4454","즐겁고 상쾌한","positive"
"4455","즐겁고 시원하여","positive"
"4456","즐겁고 유쾌한","positive"
"4457","즐겁고 좋은","positive"
"4458","즐겁고 평화로움","positive"
"4459","즐겁다","positive"
"4460","즐겨","positive"
"4461","즐겨 부를","positive"
"4462","즐기고","positive"
"4463","즐기기","positive"
"4464","즐기기 위하여","positive"
"4465","즐기는","positive"
"4466","즐기는 마음","positive"
"4467","즐기는 사람","positive"
"4468","즐기는 생활","positive"
"4469","즐기는 성향이","positive"
"4470","즐기는 자리","positive"
"4471","즐기다","positive"
"4472","즐기며","positive"
"4473","즐기며 놀리거나","positive"
"4474","즐김","positive"
"4475","지극한 정성으로","positive"
"4476","지적이다","positive"
"4477","지적인","positive"
"4478","지혜","positive"
"4479","지혜가","positive"
"4480","지혜가 뛰어나다","positive"
"4481","지혜가 뛰어남","positive"
"4482","지혜가 많은","positive"
"4483","지혜가 밝다","positive"
"4484","지혜로","positive"
"4485","지혜로부터","positive"
"4486","지혜로써","positive"
"4487","지혜롭고","positive"
"4488","지혜롭고 밝은","positive"
"4489","지혜롭다","positive"
"4490","지혜를","positive"
"4491","지혜를 성취함","positive"
"4492","지혜를 아울러","positive"
"4493","지혜를 얻어","positive"
"4494","지혜와","positive"
"4495","지혜의","positive"
"4496","지혜의 힘","positive"
"4497","지혜이다","positive"
"4498","진국이다","positive"
"4499","진귀하고","positive"
"4500","진귀하고 맛있는","positive"
"4501","진리를 깨달아","positive"
"4502","진리와 아름다움","positive"
"4503","진취적이다","positive"
"4504","착실하다","positive"
"4505","착실한","positive"
"4506","착하고","positive"
"4507","착하고 훌륭한","positive"
"4508","착하다","positive"
"4509","착하여","positive"
"4510","착하여 도덕적","positive"
"4511","착한","positive"
"4512","착한 마음을","positive"
"4513","착한 벗이","positive"
"4514","착한 사람을","positive"
"4515","착한 행실을","positive"
"4516","착함을 좋아하는","positive"
"4517","찬란하거나","positive"
"4518","찬란하거나 화려하다","positive"
"4519","찬란하거나 화려함","positive"
"4520","찬란하다","positive"
"4521","찬미하는","positive"
"4522","찬미하는 노래","positive"
"4523","찬미한","positive"
"4524","찬미한 글","positive"
"4525","찬양","positive"
"4526","찬양하는","positive"
"4527","찬양하는 뜻으로","positive"
"4528","찬양하다","positive"
"4529","찬양함","positive"
"4530","찬칭하다","positive"
"4531","찬탄하고","positive"
"4532","찬탄하는","positive"
"4533","찬탄하는 노래","positive"
"4534","찬탄하는 의미로","positive"
"4535","찬탄하여","positive"
"4536","찬탄한","positive"
"4537","찬탄한 글","positive"
"4538","찬한 사람의","positive"
"4539","참다운","positive"
"4540","참다운 경지","positive"
"4541","참다운 지혜로","positive"
"4542","참답게","positive"
"4543","참되고","positive"
"4544","참되고 성실한","positive"
"4545","참되고 순결한","positive"
"4546","참되고 올바르다","positive"
"4547","참되고 지극할","positive"
"4548","참되고 착실하다","positive"
"4549","참된","positive"
"4550","참된 가르침","positive"
"4551","참된 도리","positive"
"4552","참된 뜻에","positive"
"4553","참된 마음","positive"
"4554","참된 모습을","positive"
"4555","참된 인간","positive"
"4556","참된 증거","positive"
"4557","참된 지혜로부터","positive"
"4558","참신한","positive"
"4559","참실하다","positive"
"4560","창의적이다","positive"
"4561","책임감 있는","positive"
"4562","청결하다","positive"
"4563","청결한","positive"
"4564","총명하고","positive"
"4565","최고","positive"
"4566","최고 품질","positive"
"4567","최고급","positive"
"4568","최고의","positive"
"4569","최고의 경지에","positive"
"4570","최고의 아름다움","positive"
"4571","최상급","positive"
"4572","최상의","positive"
"4573","최상의 것","positive"
"4574","축복","positive"
"4575","축복하다","positive"
"4576","축하","positive"
"4577","축하하거나","positive"
"4578","축하하거나 기리는","positive"
"4579","축하하거나 찬양하는","positive"
"4580","축하함","positive"
"4581","출려","positive"
"4582","출세시켜","positive"
"4583","출세시켜 준","positive"
"4584","출세하여","positive"
"4585","충성스러운","positive"
"4586","충족되어","positive"
"4587","취직하다","positive"
"4588","친근하고","positive"
"4589","친근하고 존경스럽거나","positive"
"4590","친근하다","positive"
"4591","친밀하게","positive"
"4592","친밀하게 여기거나","positive"
"4593","친밀하게 지내는","positive"
"4594","친밀하게 하다","positive"
"4595","친밀한","positive"
"4596","친밀한 사이를","positive"
"4597","친밀함","positive"
"4598","친밀히","positive"
"4599","친밀히 사랑하다","positive"
"4600","친밀히 사랑함","positive"
"4601","친애","positive"
"4602","친애롭다","positive"
"4603","친애하다","positive"
"4604","친절","positive"
"4605","친절하게","positive"
"4606","친절하다","positive"
"4607","친절한","positive"
"4608","친절한 마음씨","positive"
"4609","친하게","positive"
"4610","친하게 지내는","positive"
"4611","친하게 지내다","positive"
"4612","친하다","positive"
"4613","친한","positive"
"4614","친한 사람","positive"
"4615","친화적인","positive"
"4616","칠칠한","positive"
"4617","칭송하는","positive"
"4618","칭송하는 말","positive"
"4619","칭송할","positive"
"4620","칭송할 때","positive"
"4621","칭송함","positive"
"4622","칭양하다","positive"
"4623","칭예하다","positive"
"4624","칭찬","positive"
"4625","칭찬받다","positive"
"4626","칭찬을","positive"
"4627","칭찬을 받을","positive"
"4628","칭찬하고","positive"
"4629","칭찬하다","positive"
"4630","칭찬하여","positive"
"4631","칭찬하여 말하다","positive"
"4632","칭찬할 만한","positive"
"4633","칭찬함","positive"
"4634","쾌활하다","positive"
"4635","쾌활한","positive"
"4636","크게 감동이","positive"
"4637","크게 감동하는","positive"
"4638","크게 감동하다","positive"
"4639","크게 감동함","positive"
"4640","크게 감탄할","positive"
"4641","크게 웃는","positive"
"4642","크게 칭찬하여","positive"
"4643","크게 칭찬함","positive"
"4644","크고 너그럽다","positive"
"4645","크고 아름답다","positive"
"4646","큰 공덕이","positive"
"4647","큰 덕","positive"
"4648","큰 성과가","positive"
"4649","큰 수익을","positive"
"4650","큰 재주","positive"
"4651","큰 칭찬","positive"
"4652","킹왕짱","positive"
"4653","탁월하다","positive"
"4654","탄복하다","positive"
"4655","탄복할","positive"
"4656","탄복할 만하다","positive"
"4657","탄복함","positive"
"4658","탐스러운","positive"
"4659","탐스러운 데가","positive"
"4660","탐스러운 모양","positive"
"4661","탐스러울","positive"
"4662","탐스러울 정도로","positive"
"4663","탐스럽게","positive"
"4664","탐스럽게 웃다","positive"
"4665","탐스럽게 쥐거나","positive"
"4666","탐스럽게 피어나는","positive"
"4667","탐스럽고 귀엽게","positive"
"4668","탐스럽고 복스러운","positive"
"4669","탐스럽다","positive"
"4670","통쾌","positive"
"4671","통쾌하다","positive"
"4672","특권","positive"
"4673","편리","positive"
"4674","편리성","positive"
"4675","편리하고","positive"
"4676","편리하다","positive"
"4677","편안","positive"
"4678","편안하게","positive"
"4679","편안하게 다스림","positive"
"4680","편안하고","positive"
"4681","편안하고 고요하게","positive"
"4682","편안하고 고요함","positive"
"4683","편안하고 조용한","positive"
"4684","편안하고 한가하게","positive"
"4685","편안하다","positive"
"4686","편안한","positive"
"4687","편안한 느낌","positive"
"4688","편안한 느낌이","positive"
"4689","편안한 삶을","positive"
"4690","편안히","positive"
"4691","편안히 잔다는","positive"
"4692","편안히 지냄을","positive"
"4693","편안히 하다","positive"
"4694","편하게","positive"
"4695","편하게 되다","positive"
"4696","편하게 하다","positive"
"4697","편하고","positive"
"4698","편하고 순조롭게","positive"
"4699","편하고 이로우며","positive"
"4700","편하다","positive"
"4701","편한","positive"
"4702","편한 마음으로","positive"
"4703","편히","positive"
"4704","편히 가지다","positive"
"4705","편히 가짐","positive"
"4706","평안하다","positive"
"4707","평안하여","positive"
"4708","평안한","positive"
"4709","평안한 마음으로","positive"
"4710","평안함","positive"
"4711","평안히","positive"
"4712","평안히 지내다","positive"
"4713","평안히 지냄","positive"
"4714","평온","positive"
"4715","평온무사","positive"
"4716","평온무사하다","positive"
"4717","평온하다","positive"
"4718","평온히","positive"
"4719","평탄하다","positive"
"4720","평화로운","positive"
"4721","평화로운 상태가","positive"
"4722","평화로움","positive"
"4723","평화롭게","positive"
"4724","평화롭게 지내자고","positive"
"4725","평화롭다","positive"
"4726","품질이 우수한","positive"
"4727","품질이 좋고","positive"
"4728","품질이 좋은","positive"
"4729","품행이 뛰어난","positive"
"4730","풍년이","positive"
"4731","풍년이 들","positive"
"4732","풍성하고 아름답게","positive"
"4733","풍성하고 아름답다","positive"
"4734","풍채가 훤하여","positive"
"4735","풍치가 있고","positive"
"4736","하드캐리","positive"
"4737","학문이 뛰어난","positive"
"4738","학식이 뛰어나","positive"
"4739","학식이 아주 뛰어나고","positive"
"4740","한결같은","positive"
"4741","한결같은 사랑으로","positive"
"4742","한결같이 부지런하고","positive"
"4743","함께 기뻐하는","positive"
"4744","행동을 시원스럽게","positive"
"4745","행동의 아름다움","positive"
"4746","행동이 반듯하고","positive"
"4747","행동이 발라서","positive"
"4748","행동이 번듯하고","positive"
"4749","행동이 시원스럽다","positive"
"4750","행동이 씩씩하고","positive"
"4751","행동이 점잖은","positive"
"4752","행동이 활달하고","positive"
"4753","행복","positive"
"4754","행복감","positive"
"4755","행복스럽다","positive"
"4756","행복을","positive"
"4757","행복을 함께","positive"
"4758","행복하다","positive"
"4759","행복한","positive"
"4760","행복한 생활을","positive"
"4761","행복한 처지나","positive"
"4762","행실이 깨끗하게","positive"
"4763","행우하다","positive"
"4764","행운을","positive"
"4765","행운을 누림","positive"
"4766","헌식적이다","positive"
"4767","헌신적","positive"
"4768","헌신적인","positive"
"4769","혁신","positive"
"4770","현명한","positive"
"4771","호감","positive"
"4772","호감갖다","positive"
"4773","호감있다","positive"
"4774","호감정","positive"
"4775","호감하다","positive"
"4776","호강하다","positive"
"4777","호의","positive"
"4778","호의나","positive"
"4779","호의나 도움","positive"
"4780","호화롭고","positive"
"4781","호화롭고 편안한","positive"
"4782","화기애애한","positive"
"4783","화기애애한 때를","positive"
"4784","화목하게","positive"
"4785","화목하고","positive"
"4786","화목하고 화기애애한","positive"
"4787","화목하다","positive"
"4788","화목한","positive"
"4789","화목한 분위기가","positive"
"4790","화목함","positive"
"4791","화사하다","positive"
"4792","화창하여","positive"
"4793","화창한","positive"
"4794","화창한 봄날에","positive"
"4795","화창한 봄날의","positive"
"4796","환성을","positive"
"4797","환성을 올리며","positive"
"4798","환성을 울리며","positive"
"4799","환영하다","positive"
"4800","환하게","positive"
"4801","환하게 깨끗하다","positive"
"4802","환하게 맑다","positive"
"4803","환하게 빛나며","positive"
"4804","환하게 알고","positive"
"4805","환하게 웃는","positive"
"4806","환하게 웃다","positive"
"4807","환하게 자꾸","positive"
